Smile,pIC50
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3CCC(N(C)C)C3)c2)nn1,8.15
COc1cccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)c1,5.475
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,9
O=c1oc2ccccc2c(N2CCN(c3ccccc3F)CC2)c1CO,4.66
CCOCCN1CCN(c2cncc(-c3cn(-c4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)nn3)c2)CC1,7.54
C[C@@H](O)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,6
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2ccc(N3CC[C@H](F)C3)nc12,7.96
Cc1nc(N)c2c(-c3ccc4c(c3)CCN4CC(=O)c3cc(F)cc(C(F)(F)F)c3)cn(C)c2n1,6
COCCCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,5.99
O=C(Nc1ccc(Oc2cc(O)ncn2)cc1)Nc1cccc(C(F)(F)F)c1,5.7
Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)c4ccc(N5CCOCC5)c(C(F)(F)F)c4)c3)c12,6.91
Cc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2ccccc2n1,5.9
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)c2cc1OC,6.16
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)cc1C(F)(F)F,8.7
Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCCCC3)nc12,8.52
CCS(=O)(=O)Nc1ccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,5.755
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,9
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N(C)C3CCN(C)CC3)nc12,9
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(N(C)c4ccccc4)c3)ccc2[nH]1,7
C[C@H](c1ccccc1)N1C(=O)c2ccccc2C1(O)c1ccc2[nH]c(NC(=O)OCc3ccccc3)nc2c1,7
COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1F,6.4825
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(F)c3)cc2[nH]1,7
CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5cccc(Cl)c5)c4)n3)cn2)CC1,7.47
COc1cc(Nc2nc3cc(C4(OC)c5ccccc5C(=O)N4C(C)C)ccc3[nH]2)cc(OC)c1,5
Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,5.7
N#Cc1cnc2sc(-c3cccnc3)cc2c1-c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,5
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2)c(-c2ccnc(N)n2)s1,8.1125
O=c1[nH]c2nccc(Oc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)c2[nH]1,4
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)Nc1cc(C(F)(F)F)ccc1F,7.28
Cc1ccc(C(=O)Nc2ccccc2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,5.54
C#Cc1cccc(Nc2nccc3c(Nc4ncccc4-c4cc(NC)ncn4)c(C)ccc23)c1,7.665
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1occc1C1OCCO1,6.66
CN1CCC(CCOC(=O)Nc2nc3cc(C4(O)c5ccccc5C(=O)N4c4cccc(Cl)c4F)ccc3[nH]2)CC1,7
CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3ccc(N)cc23)c1,6.2
Cn1c(C2C3Oc4ccc(Oc5ccnc6c5CCC(=O)N6)cc4C32)nc2ccccc21,7.92
O=S(=O)(Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12)c1c(F)c(F)c(F)c(F)c1F,6.255
Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2cccnc2)n1,6.36
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(OCCO)n1,9.22
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CC3(COC3)C2)n1,8.88
CCC(=O)Nc1cc(Nc2cccc(NC(=O)c3cccc(C4CC4)c3)c2)ccn1,6.9
COc1cc(-c2ccc3ncnc(Nc4cccc5[nH]c(=O)[nH]c45)c3c2)ccc1O,6.005
Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3nc(Nc4cnccn4)[nH]c3c2)c1,7
COc1cc(-c2ccc3ncnc(Nc4ccc(F)c(O)c4)c3c2)ccc1O,7.7
Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCSCC3)nc12,8.7
CC(C)N1C[C@@H]2C[C@H]1CN2c1cc(F)c(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,9.49
N#Cc1ccc(-n2nc(-c3ccncc3)c(-c3ccc(F)cc3)c2N)cc1,5.77
COc1c(CN2CCCC2)cc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CCOCC4)nc23)c1,8.7
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(OCCCN(C)C)nc4)cc23)c1F,8
CC(=O)Nc1nc2ccc(N(C)c3ccc(F)c(NC(=O)c4cccc(OC(C)(C)C#N)c4)c3)nc2s1,7.58
CNC(=O)c1cc(Oc2ccc3c(c2)nc(Nc2ccc(C(F)(F)F)cc2)n3C)ccn1,7.06
Cc1ccc(-c2cc(-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)[nH]n2)cc1,5.2
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc2ccc(C(F)(F)F)cc2)n3C)ccn1,8.4
N#Cc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,6.96
O/N=C1\CCc2cc(-c3cn(CC4CCNCC4)nc3-c3ccncc3)ccc21,8.92
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(NC(C)C)c2)nn1,7.77
O=C1CCc2c(Oc3cccc4c3OC3C(c5nc6ccc(C(F)(F)F)cc6[nH]5)C43)ccnc2N1,6.07
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN(C4CCCC4)CC3)nc12,8.3
CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3ccn(C)c23)c1,6.89
COc1cc(Nc2cncc(Oc3ccncc3)n2)cc(OC)c1OC,4.8
NC(=O)c1nccc2c1[nH]c1ccc(S(N)(=O)=O)cc12,5.67
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)c1,9
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(/N=N\c4ccccc4F)c3F)cc12,6.18
O=C1c2ccccc2C(O)(c2ccc3[nH]c(Nc4ccc(Cl)nn4)nc3c2)N1c1cccc(Cl)c1F,7
CN(C)C(=O)Oc1ccc2c(=O)n(Cc3ccc(NS(C)(=O)=O)cc3)c(=O)oc2c1,5
Cn1cc(-c2ccc3c(c2)CCc2c[nH]nc2-3)c(-c2ccncc2)n1,7.64
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5CCN(C)C5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.54
CC#CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)cc3)ccc2[nH]1,7
CNC(=O)c1cc(Oc2ccc(NC(=O)c3cccnc3)cc2)ccc1N,5.75
CCc1cccc(C(=O)Nc2cccc(Nc3ccnc(NC(=O)C4CC4)c3)c2)c1,6.96
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3cccc(C(F)(F)F)c3)ccc2[nH]1,6
CC(C)NCc1cc(NC(=O)[C@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,8.48
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(O)nc1,5
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1F,9.21
O=C(Cc1ccccc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,4.78
CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc4[nH]ncc4c3cc2OC)c1F,7.15
Nc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,5.8
CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4cccc(Br)c4)nc3c2)ccn1,5.89
CCN1CCN(c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5c(N)nc(N6CC[C@H](F)C6)nc45)c3)cc(C(F)(F)F)c2)CC1,8
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,6.75
CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1,6.05
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)CCC(F)(F)F)c2F)n1,9.22
CCCN1CCC(Cc2ccc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)cc(NS(C)(=O)=O)c5OC)ccc4C)c3n2)CC1,6.23
Cc1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1C,4.31
CCCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1,10
Cc1ccc(NC(=O)c2cccc(F)c2)cc1C(=O)Nc1cccnc1,6.49
CCCS(=O)(=O)Nc1ccc(F)c(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1Cl,9.35
Cc1ccc(NC(=O)c2cc(CN3CCN(C)CC3)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,7.8
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3[nH]nc(-c4ccccc4Cl)c3c2)c1F)c1cccnc1,6.88
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)NCc3ccccc3)c2)n1,6.77
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(CCCOC)cc4)cc23)c1F,8
NC(=O)c1nccc2c1[nH]c1ccc(S(=O)(=O)Nc3ccccn3)cc12,5.42
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cccc(NS(=O)(=O)CCC(F)(F)F)c2F)n1,7.57
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3cccs3)ccc2[nH]1,7
Cc1ccc(-c2cc(-c3cccc(NC(=O)c4ccc5ccccc5n4)c3)[nH]n2)cc1,4.57
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(C)cccc3Cl)ccc2[nH]1,7
COc1n[nH]c2ncc(-c3cn(-c4c(Cl)ccc(NS(=O)(=O)c5cccc(Cl)c5)c4Cl)nn3)cc12,6.36
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(C)nc4)cc23)c1F,8
O=C(Nc1cc(N2CC(F)(F)C2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,7.7
COc1cccc(C(=O)Nc2cccc(-c3ccnc4cc(-c5ccncc5)nn34)c2)c1,5.4
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4c(Cl)cc(C(F)(F)F)cc4[nH]3)ccnc2N1,7.1
CCCC1CCCCN1C(=O)c1cc(Oc2ccc3c(c2)nc(Nc2ccc(Br)cc2)n3C)ccn1,8.15
Cn1c(=O)n(C)c2c(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)ccnc21,7.21
CC(C)n1nc(C#Cc2cccc3cc(-c4ccc(Cl)c(C(F)(F)F)c4)ncc23)c2c(N)ncnc21,7.06
COc1ccc(C(=O)Nc2ccc(C)c(C(=O)Nc3cccnc3)c2)cc1,6.94
COc1cc(-c2ccc3ncnc(Nc4ccc5cn[nH]c5c4)c3c2)ccc1O,5.915
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2c(N)nc(N3CCN(C4CCN(C)CC4)CC3)nc12,9
COc1cc(-c2ccc3nccc(Nc4cccc5[nH]ncc45)c3c2)ccc1O,6.725
NCCCc1n[nH]c2c(Cl)ccc(Nc3c(-c4ncccn4)oc4cnccc34)c12,8.37
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)ncn1,9.39
C#Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)CCC)c3F)c2c1,8
CNc1ncc2cc(-c3c(C)ccc4c(Nc5ccc6c(c5)NC(=O)C6(C)C)nccc34)ccc2n1,7.625
N#Cc1ccccc1-c1ccc(C=C2C(=O)NC(=S)NC2=O)o1,6.13
CN(C)c1cc(N2C[C@@H]3C[C@H]2CN3C)ccc1-c1ccnc2c(-c3cccc4[nH]ncc34)c(-c3ccncc3)nn12,8.14
CC(=O)Nc1cn2cc(-c3cc(NC(=O)c4cc(N5CCN(C)C[C@@H]5C)cc(C(F)(F)F)c4)ccc3C)ccc2n1,8.52
CC1(C)OC(c2ccnc(NCCC#N)n2)=C(c2cc(Cl)cc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,8.6
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCN(C)CC3)nc12,7.59
CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(Sc3ncn[nH]3)c(O)c3ccccc23)cc1,6.85
Cn1ncc2c(Oc3ccc4c(c3)nc(Nc3ccc(C(F)(F)F)cc3)n4C)ncnc21,6.67
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3cc(C)cs3)ccc2[nH]1,7
CN(C)S(=O)(=O)c1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1,5
Oc1cc(-c2[nH]cnc2-c2ccncc2)ccc1Cl,7.48
Cc1cccc(C(=O)Nc2ccc(C)c(C(=O)Nc3cccnc3)c2)c1,7.8
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(C)cc(NS(C)(=O)=O)c2Cl)n1,8.96
CC(=O)Nc1cccc(-c2cncc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)c1,5.07
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)c(Br)c3)ccc2[nH]1,7
CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,7.51
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(NC3CCOCC3)c2)nn1,8
Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,6
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C#CCN(CC)CC)nc4)cc23)c1F,8
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4F)c3n2)CC1,8.4
CC(C)(N)c1cc(NC(=O)[C@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,8.54
O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cc(OCC2CNC2)cc(C(F)(F)F)c1,8.43
C/C(=N/Nc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1)c1ccccc1,4.94
Oc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,6.47
NC(=O)c1nccc2c1[nH]c1ccc(S(=O)(=O)Nc3nccs3)cc12,5.13
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CCC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,9
Cc1ccc(NC(=O)c2ccnc(C(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,8.14
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccc(OCc4ccccc4)cc3)c2)n1,6.96
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cc(C)c3c2)c1F,7.88
CCN1C2CCC1CC(c1ccnc3c(-c4ccc(C#N)c(O)c4)c(-c4ccncc4)nn13)C2,7.24
CCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,6.48
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2c(F)ccc(NS(C)(=O)=O)c2Cl)n1,8.3
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)N4CCCC4)c3F)cc12,8.07
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc2ccc(C(C)(C)C)cc2)n3C)ccn1,8.05
Cn1ncc(-c2ccc3c(c2)CC/C3=N\O)c1-c1ccncc1,9.32
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(OCc4ccccc4)c3)cc2N1,5
COc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1Cl,6.645
COCCN1CCN(c2ccc3ncnc(Sc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)c3n2)CC1,6.57
Cn1c(=O)[nH]c(=O)c2c1nc(S)n2Cc1ccc(Cl)cc1,5.68
CC(C)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,5.9
Cc1nc(-c2cccnc2Nc2cccc3n[nH]cc23)c2[nH]cnc2n1,6
Cc1cc(/C=N/NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4sccc4n3)cc2)cc(C)c1O,5
COc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCCN(C)CC3)nc12,7.24
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OCCCN5CCOCC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,7.625
O=C(CCCN1CCCCC1)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)ccc2[nH]1,7
c1cnc(-c2oc3cnccc3c2Nc2cccc3[nH]ncc23)nc1,7.85
CNC1CCCC(n2cc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)n2)C1,9.64
Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,8.7
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,8.82
CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,7.16
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3OC)ccc2[nH]1,7
C#Cc1cc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c(F)cc1F,7
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc2nccn2c(N2CCOCC2)n1,9.03
CCN1CCN(c2cc(C(=O)Nc3ccc(C)c(-c4ccnc(N5CCOCC5)c4)c3)cc(C(F)(F)F)c2)CC1,8.55
O=C1C(Sc2ncn[nH]2)=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc21,6.68
CNC(=O)c1cc(Oc2ccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)cc2)ccn1,5.74
O=C(c1cc(-c2ccc(Cl)cc2)cs1)N1N=C(c2cccnc2)CC1c1ccccc1O,6.67
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(Cl)cc4)c3)c2cc1OC,5.73
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(C2CCOCC2)nc(N2CCOCC2)c1,8.77
O=C(NC(C(=O)c1ccccc1)N1CCOCC1)c1cccs1,4
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccncc4[nH]3)ccnc2N1,7.38
CN(C)C(=O)Oc1ccc2c(=O)n(Cc3ccccc3F)c(=O)oc2c1,5
COc1cc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)ccc1F,6.735
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(OC)cc(C(F)(F)F)c5)ccc4C)c3n2)CC1,8.4
CNc1cc(C2(C(=O)Nc3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,7.73
Cc1ccc(C(=O)NCc2ccc(C(C)(C)C)cc2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,6.53
Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1-n1cc(-c2cncc(N3CCN(C(C)(C)C)CC3)c2)nn1,8
Cn1ncc2c(Oc3ccc4c(c3)nc(Nc3ccc(F)cc3)n4C)ncnc21,6.39
CN1CCC[C@H]1COC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1,7
COc1ccc(NC(=O)c2ccc(C(F)(F)F)c(Nc3ncnc4cnc(N5CCOCC5)nc34)c2)cc1C(F)(F)F,8.3
COC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccc(F)cc3)cc2[nH]1,7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCC(N(C)C)C5)nc34)c2)cc1C(F)(F)F,8.7
CCCC(=O)Oc1ccc2c(=O)n(Cc3cccc(NS(=O)(=O)NC)c3F)c(=O)oc2c1,5.92
CN(C)Cc1ccccc1-c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,6.93
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(C5CC5)CC4)ncc32)c1F,7.54
Cc1ccc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1ccnc(N2CCOC[C@H]2C)c1,7.84
CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)ccc1Cl,8.08
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(CCS(C)(=O)=O)c1,8.41
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN(CC4CCN(C)CC4)CC3)nc12,8.4
Cc1ccc(Nc2nc3cc(Oc4ncnc5c4cnn5C)ccc3n2C)cc1,7.07
CCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC,7.1
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(NC3CCOCC3)nc12,8.7
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCC(N(C)C)CC3)c2)nn1,7.92
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3CCCOCC3)c2)nn1,7.62
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)cc1F,8.72
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccccc3)c2)n1,7.76
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN(C4CC4)CC3)nc12,8.05
CNc1cc(Oc2c(C)cc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2Cl)ncn1,5.7
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCC3)nc12,8.52
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3Cl)cc2N1,6
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCCC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,7.64
N#Cc1cnc2sc(-c3ccncc3)cc2c1-c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,5
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2ccc(N(C)C)nc12,8.05
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(OC(F)(F)F)c4)ncc3c2)ccn1,7.15
Cc1ncc(NC(=O)c2ccnc(S(C)(=O)=O)c2)cc1-c1ccnc(N2CCOCC2)c1,7.55
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(F)(F)F)ccc5C#N)ccc4C)c3n2)CC1,7.89
COc1cc(Nc2cncc(Oc3cccc4ccccc34)n2)cc(OC)c1OC,5.92
CCN(CC)CC#CCOC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1,7
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1Nc1ncnc2cnc(N3CC[C@H](F)C3)nc12,9
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4cc5c(cc4[nH]3)CCC5)ccnc2N1,8.92
Fc1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1,4.64
CC1Nc2nc(NC(=O)c3ccc[n+](C)c3)[nH]c(=O)c2N(C(=O)c2ccc[n+](C)c2)C1C,4.53
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4c(N)nc(N5CCN(C6CCN(C)CC6)CC5)nc34)c2)cc1C(F)(F)F,9
CN(CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)ccc2[nH]1)Cc1ccccc1,7
Cc1ccc(NC(=O)c2cccc(OCC(C)C)c2)cc1C(=O)Nc1cccnc1,7.55
Cc1ccc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)n1,8.02
